text	label
 ( compare kayley and garrett's run-in with the angry ogre to herc's battle with the hydra .	0
 " lumumba " is a solid , interesting , educational and honest docudrama that should appeal to film buffs and politicos , both .	1
the male bumbling adult in _rushmore_ ( bill murray ) pursues an extramarital affair , gets caught , and his whole life is ruined .	1
the shot has tibbs' face completely covered by the shadows of the prison bars .	1
the movie then lurches forward into the plight of al simmons ( michael jai white ) , a government assassin/operative who is murdered by diabolical boss jason wynn ( martin sheen , who plays all of his scenes like an oscar clip ) while on a top secret mission in a north korean biological weapons plant .	0
the first two-thirds of " 8mm " unwind as a fairly conventional missing persons drama , albeit with a particularly unsavory core .	0
stretch , dude . . . stretch ! !	0
the ladder sequence itself is a definite keeper but unfortunately the rest of the movie is just regurgitated crap .	0
we're still here .	0
what that means , however , is that fans of superior , intelligent , grade a sci-fi/horror are singularly out of luck .	0
included : two ( 2 ) scenes of two ( 2 ) different bad guys explaining their motives to the hero when they should be killing him ( one following the other no less ) .	0
nevertheless , this film guaranteed them all successful careers because each gave an outstanding performance and refused to be overshadowed by the shark .	1
janeane garofalo in a romantic comedy -- it was a good idea a couple years ago with the truth about cats and dogs but is almost excruciating in the matchmaker .	0
the latter is the only explanation i can come up with for the absence of the thoroughly charming michelle trachtenberg for most of the movie .	0
but the even greater draw in this film is the standout performance given here by mark wahlberg .	1
because his change of heart ( bartleby is initially the good cop to loki's bad ) drives the climax , said rant is given a great deal of screen time .	1
filmmaker michael cuesta uses it as a ( pretty transparent ) metaphor of dangerous escape for his 15-year old protagonist , howie ( paul franklin dano ) .	0
in the process this creates for a good deal of deep , thought-provoking philosophies that could be applied to the real world .	1
when spacey appears , the film has already run about a third of its course .	1
of course , you can't really blame the brass for the inclusion of jerry o'connell in this fine crew of thespians .	0
sci-fi fans should enjoy the sculpted sands , the morphing headdresses , and a surprisingly spunky james spader .	1
the matchmaker falls for every cliche of things that can go wrong -- garofalo has to take a tiny plane to ireland , almost misses the bus to town , can't get a hotel room , ends up in the smallest , trashiest one around , has a dog piss on her luggage , and so on .	0
but occasionaly , almost as if making an ironic , self-depreciating remark , the movie tosses in clearly marxist imagery .	0
keep in mind that i have never strayed away from championing certain movies that are created simply for the sake of a " fun time " , but this flick just didn't cut it for me .	0
